id,titre,theme,mots_cles,producteur,type_prod,frequence,licence,modifie,lignes,description
concertation-numerique-lenglen-prend-de-l-elan-phase-2-questionnaire-2023,Concertation numérique - Lenglen prend de l'élan - phase 2 - Questionnaire – 2023,Urbanisme et Logements,"démocratie participative, consultation, questionnaire, parc Suzanne Lenglen, 15è arrondissement",AMO Ville Ouverte – Direction de l’urbanisme Ville de Paris,,,Open Database License (ODbL),2023-11-13,341,"Suite à la première phase de concertation de 2021 sur le parc Suzanne-Lenglen et son extension, une deuxième phase réglementaire de concertation s’est tenue de février à juillet 2023. A cette occasion a été mis en place un questionnaire en ligne, disponible de février 2023 à juin 2023, permettant à toute personne de contribuer librement à la concertation. Plusieurs thèmes étaient abordés : les activités récréatives du parc, les pratiques sportives, les aménagements et les usages liés à la nature, l’accessibilité et la visibilité du parc ainsi qu’un zoom sur la préfiguration des nouveaux usages"
perimetresqaa,Périmètre des quartiers d'accessibilité augmentée,Mobilité et Espace Public,Jeux Olympiques,Ville de Paris,,,Open Database License (ODbL),2023-11-13,17,"Les Jeux au service de la mise en accessibilité de Paris Afin d’accélérer la mise en accessibilité de la capitale, la Ville de Paris se mobilise à travers la démarche Quartiers d’accessibilité augmentée. D’ici les Jeux Olympiques et Paralympiques, 17 quartiers « exemplaires », un dans chaque arrondissement, permettront aux Parisiens et aux visiteurs, quelle que soit leur situation (familles avec poussettes, personnes âgées, personnes en situation de handicap...), de se déplacer plus facilement pour accéder à un ensemble de services publics essentiels, disponibles dans un rayon de moins d’un qu"
horodateurs-mobiliers,Horodateurs - Mobiliers,Mobilité et Espace Public,"horodateurs,Mobilier urbain,Stationnement,DVD",Direction de la Voirie et des Déplacements - Ville de Paris,,,Open Database License (ODbL),2023-10-24,3668,"Jeu de données géographique et descriptif relatif aux horodateurs de la Ville de Paris. Ces fichiers sont extraits du logiciel de Système de Gestion Centralisé des Horodateurs SGCH Cartographie des horodateurs Au bas de cette notice, la définition du schéma de données. Fréquence de mise-à-jour : annuel, semestriel ou trimestriel suivant les modifications terrain."
travaux_equipements_publics,Travaux engagés sur les équipements publics,"Equipements, Services, Social","rénovation,Equipements,travaux",Direction Constructions Publiques et Architecture - Ville de Paris,,,Open Database License (ODbL),2023-10-16,436,Travaux engagés sur les équipements publics Ce jeu de données présente la localisation des travaux en cours ou terminés sur les équipements publics de la Ville de Paris.
les-1000-titres-les-plus-reserves-dans-les-bibliotheques-de-pret,Les 1000 titres les plus réservés dans les bibliothèques de prêt,Culture,"bibliothèques,livres,documents,CD,références,réservation,prêt,DAC,Multimédia",Direction des Affaires Culturelles - Ville de Paris,,,Open Database License (ODbL),2023-10-13,1000,"Les 1000 références les plus réservées en 2022 au sein des bibliothèques municipales de la ville de Paris. La mise de ce jeu de données est annuelle. En pièce jointe, vous trouverez le même fichier au format xlsx contenant les liens vers les œuvres."
postes-publics-logiciels-disponibles,Postes publics des bibliothèques: logiciels disponibles,Culture,"bibliothèques,postes publics,logiciels",Direction des Affaires Culturelles - Ville de Paris,,,Open Database License (ODbL),2023-10-05,72,Logiciels présents sur les postes publics des bibliothèques de prêt et spécialisées.
postes-publics-des-bibliotheques,Postes publics des bibliothèques,Culture,"bibliothèques,postes publics,Paris",Direction des Affaires Culturelles - Ville de Paris,,,Open Database License (ODbL),2023-10-05,266,Liste des postes publics des bibliothèques de prêt et spécialisées.
statistiques-des-documents-numerises-des-bibliotheques-patrimoniales,Statistiques des documents numérisés des bibliothèques patrimoniales,Culture,"bibliothèques,patrimoine,images,78 tours,estampes,catalogues commerciaux,dessins,cartes postales,catalogues d'exposition",Direction des Affaires Culturelles - Ville de Paris,,,Open Database License (ODbL),2023-10-05,10,"Les documents d'archives des bibliothèques patrimoniales de la Ville de Paris ont été numérisées et continuent à l'être. Des dessins, estampes, catalogues commerciaux, d'exposition, cartes postales mais aussi des 78 tours sont ainsi disponibles en consultation sur le portail des bibliothèques spécialisées. Le tableau statistique répertorie les + de 1 millions d'images par type de document."
qualite-de-l-air-indice-citeair-jusqu-a-2020,Qualité de l'air - Indice CITEAIR jusqu’à 2020,Environnement,"Climat,plan climat,pollution,polluant,air,Qualité de l'air,indice journalier,DTEC",Direction de la Transition Écologique et du Climat - Ville de Paris,LocalAuthority,,Open Database License (ODbL),2023-08-22,8,"Jeu de données exposant les indices CITEAIR – Qualité de l’air calculés de 2013 à 2020 L’indice CITEAIR ( C ommon I nformation T o E uropean AIR ) n’est plus d’actualité. Il est remplacé par l’indice ATMO depuis le 1er janvier 2021. Voir le jeu de données : Qualité de l'air - Indice ATMO à partir de 2021 L’indice de pollution CITEAIR intégrait les polluants les plus problématique et réglementés en Europe. Les polluants obligatoires sont le NO 2 , les PM10 et l’ozone. Les données de CO, PM2,5 et SO2 étaient facultatives. Il se déclinait en une échelle de 5 couleurs allant du vert au rouge, corr"
qualite-de-l-air-concentration-moyenne-no2-pm2-5-pm10,Qualité de l'air - Concentration moyenne - NO2 - PM2.5 - PM10 - O3 de 2004 à 2014,Environnement,"Climat,plan climat,pollution,polluant,air,Qualité de l'air,concentration,NO2,PM2.5,PM10,zone 30,O3,Qualité environnementale,DTEC",Direction de la Transition Écologique et du Climat - Ville de Paris,LocalAuthority,,Open Database License (ODbL),2023-08-22,11,"Jeu de données sur les concentrations moyennes annuelles de polluants (moyenne glissante des 3 dernières années) pour le dioxyde d’azote NO2, les particules PM10, les particules fines PM2.5 et l'Ozone O3 de 2004 à 2014 Airparif surveille et analyse au quotidien l’évolution sur le long terme des niveaux de pollution selon les polluants, et en particulier les polluants réglementés, pour chaque année et sur toutes les communes franciliennes. Les concentrations des polluants réglementés diminuent depuis quelques années sur Paris et l’Île-de-France. Toutefois, les concentrations en particules et en"
emprise-batie-et-non-batie,Emprises bâties et non baties,Urbanisme et Logements,"bati,batiments,bâtiment,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2023-07-28,494927,Donnée vecteur qui permet de différencier les emprises bâties des emprises non bâties. Une notice descriptive est disponible en pièce jointe.
donnees-annuellesasupp,Observatoire Parisien des Mobilités - Bilan des déplacements : données annuelles,Mobilité et Espace Public,"DVD,vélos,trottinettes,piétons",Direction de la Voirie et des Déplacements - Ville de Paris,,,Open Database License (ODbL),2023-06-12,22,Jeu de données regroupant une partie des indicateurs annuels du bilan des déplacements publié par l'Observatoire des déplacements de la Ville de Paris depuis 1990. Certaines données accessibles ici remontent à 2004. Les indicateurs sont illustrés et l es derniers bilans sont téléchargeables sur la page Bilan des déplacements à Paris. l
donnees-annuelles,Observatoire Parisien des Mobilités - Bilan des déplacements : données annuelles,Mobilité et Espace Public,"DVD,vélos,trottinettes,piétons",Direction de la Voirie et des Déplacements - Ville de Paris,,,Open Database License (ODbL),2023-06-12,24,Jeu de données regroupant une partie des indicateurs annuels du bilan des déplacements publié par l'Observatoire des déplacements de la Ville de Paris depuis 1990. Certaines données accessibles ici remontent à 2018. Les indicateurs sont illustrés et l es derniers bilans sont téléchargeables sur la page Bilan des déplacements à Paris. l
observatoire-parisien-des-mobilites-bilan-des-deplacements-donnees-horaires,Observatoire Parisien des Mobilités - Bilan des déplacements : données horaires,Mobilité et Espace Public,"DVD,vélos,piétons,trottinettes",Direction de la Voirie et des Déplacements - Ville de Paris,,,Open Database License (ODbL),2023-06-12,96,Jeu de données regroupant une partie des données horaires du bilan des déplacements publié par l'Observatoire des déplacements de la Ville de Paris depuis 1990. Certaines données accessibles ici remontent à 2021. Les indicateurs sont illustrés et l es derniers bilans sont téléchargeables sur la page Bilan des déplacements à Paris.
plu-annexes-projets-urbains-partenariaux,PLU - Annexes - Projets urbains partenariaux,Urbanisme et Logements,"PLU,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2023-06-06,17,"Périmètres fixés par les conventions de projet urbain partenarial (PUP) Informations annexées au PLU de Paris Version du PLU arrêtée le 24 novembre 2022, applicable à partir du 13 décembre 2022. Documentation complète : cf. PLU_ANX_PUP.PDF en pièce jointe Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel (en PDF), consulter www.pluenligne.fr Pour accéder aux autres données du PLU disponibles sur l'Opendata, consulter cette page Pour plus d'information sur le PLU sur Paris.fr et sa carte dédiée Les documents et données du PLU sont également téléchar"
bilan-donnees-mensuelles,Observatoire Parisien des Mobilités - Bilan des déplacements : données mensuelles,Mobilité et Espace Public,"mobilité,déplacement,vélos,piétons,Tableau de bord",Direction de la Voirie et des Déplacements - Ville de Paris,,,Open Database License (ODbL),2023-05-26,96,Jeu de données regroupant une partie des indicateurs mensuels du bilan des déplacements publié par l'Observatoire des déplacements de la Ville de Paris. Les indicateurs sont illustrés et l es derniers bilans ont téléchargeables sur la page Bilan des déplacements à Paris
bilan-donnees-annuelles-par-site,Observatoire Parisien des Mobilités - Bilan des déplacements : données annuelles par site,Mobilité et Espace Public,"vélos,déplacement,DVD",Direction de la Voirie et des Déplacements - Ville de Paris,,,Open Database License (ODbL),2023-05-26,714,Jeu de données regroupant une partie des indicateurs du bilan des déplacements publié par l'Observatoire des déplacements de la Ville de Paris depuis 1990. Certaines données accessibles ici remontent à 2018. Les indicateurs sont illustrés et l es derniers bilans sont téléchargeables sur la page Bilan des déplacements à Paris. l
formulaire-de-contact-de-la-ville-de-paris-messages-sur-13-mois-glissants,Formulaire de contact de la Ville de Paris – Messages sur 13 mois glissants,Citoyenneté,"Formulaire de contact,Relation à l'usager(ère),Messages des parisiens",,,,,2023-05-17,281988,"La Ville de Paris propose aux usagers de contacter les services via un formulaire numérique. Les demandes des usagers sont alors redirigées vers le service adéquat. Dans ce jeu de données, vous retrouverez l’ensemble des messages adressés à la Ville de J-16 mois à J-3 mois."
lieux-de-tournage-a-paris,Lieux de tournage à Paris,Culture,"Cinéma,séries ,téléfilms,Tournages,Mission cinéma,décor",Direction des Affaires Culturelles - Ville de Paris,,,Open Database License (ODbL),2023-05-15,14760,"Jeu de données inventoriant les lieux de tournage de film à Paris Lieux de tournage de scène en extérieur à Paris depuis 2016. Les données de l'année en cours ne sont pas publiées. Les tournages désignent les longs métrages, les séries et les téléfilms, réalisés à l’extérieur. Les lieux de tournage de l’année en cours ne sont pas diffusés. Depuis 2017, les informations sont issues de l’application AGATE, application d'instruction des demandes de tournage utilisée par la Mission Cinéma."
statistiques-des-jours-des-mariages,Statistiques des jours des mariages,Citoyenneté,"mariage,DDCT","Direction de la Démocratie, des Citoyen.ne.s et des Territoires - Ville de Paris",,,Open Database License (ODbL),2023-04-19,91,Statistiques des jours de mariage dans les mairies parisiennes.
votation-trottinette-2023,Votation - Votation avril 2023 - Pour ou contre les trottinettes en libre-service à Paris ?,Citoyenneté,"résultats,vote,trottinettes","Direction de la Démocratie, des Citoyen.ne.s et des Territoires - Ville de Paris",,,Open Database License (ODbL),2023-04-04,0,"Résultats de la votation- Pour ou contre les trottinettes en libre-service à Paris ? du 2 avril 2023 par secteur administratif Le dimanche 2 avril 2023, la ville de Paris a organisé une consultation citoyenne sur l'avenir de l'usage de trottinettes en libre-service. Il s'agit d'un vote consultatif, placé sous le contrôle d'une commission de contrôle indépendante. Le fichier des résultats de la votation comprend : Nombre d’inscrits Nombre d’émargements Nombre de votants Nombre de votes blanc Nombre de nuls Nombre d’exprimés Nombre de votes Pour Nombre de votes Contre"
concertation-numerique-lenglen-prend-de-l-elan-phase-1-questionnaire-2021,Concertation numérique - Lenglen prend de l'élan - phase 1 - Questionnaire - 2021,Urbanisme et Logements,"Démocratie participative,consultation,15e,arrondissement",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2023-04-03,266,"Données issues de la campagne de concertation numérique suivante : ""Lenglen prend de l'élan"" Une phase d’immersion et de diagnostic des usages informels s’est tenue entre les mois de mai et septembre 2021 pour nourrir le programme d’orientations pour l’extension du parc Suzanne Lenglen, conçu par le groupement de l’agence d’architecture et d’urbanisme Güller et Güller. Cette phase de diagnostic a permis d’approfondir les enjeux du secteur avec les usagers en recueillant leurs constats et leurs attentes."
catalog,Catalogue des jeux de données,,,,,,,2023-02-20,759,Jeu de données Catalogue pour la page catalogue personnalisée
cours-oasis,Cours Oasis,"Equipements, Services, Social","écoles,rénovation",Direction des Affaires Scolaires - Ville de Paris,,,Open Database License (ODbL),2023-01-11,203,"Cours Oasis Les cours de récréation des écoles et collèges parisiens sont progressivement transformées en « oasis ». L'objectif est de créer des espaces rafraîchis, plus agréables à vivre au quotidien et mieux partagés par tous. Les cours Oasis constituent une nouvelle méthode de rénovation des cours des établissements scolaires et permettent d’envisager de nouveaux usages pour celles-ci."
zones-gel-travaux,JOP 2024 - Limitations de travaux voirie-réseaux,Mobilité et Espace Public,"Jeux Olympiques,voirie,réseaux",Direction de la Voirie et des Déplacements - Ville de Paris,,,Open Database License (ODbL),2023-01-11,3,"Limitations de travaux voirie-réseaux Pour garantir la préparation et le déroulement des Jeux Olympiques et Paralympiques de Paris 2024 dans de bonnes conditions, pour des questions de sécurité publique, de qualité des espaces publics, de circulation et de déplacement, la Ville de Paris sera amenée à limiter les chantiers de voirie et de réseaux à Paris entre le 15 mars et le 30 octobre 2024. Phase 1 : 1 er septembre 2023 au 15 mars 2024 Vigilance sur les travaux (préservation des réseaux sensibles et nécessaires au déroulement des JOP) Il sera demandé aux opérateurs de réseaux de déposer des "
limitation-gels-travaux-batiment-jop24,JOP 2024 - Limitations de travaux bâtiment,Mobilité et Espace Public,"Jeux Olympiques,batiments,voirie",Direction de la Voirie et des Déplacements - Ville de Paris,,,Open Database License (ODbL),2023-01-11,1,"Limitations de travaux bâtiment Pour garantir la préparation et le déroulement des Jeux Olympiques et Paralympiques de Paris 2024 dans de bonnes conditions, la Ville de Paris pourra être amenée, en application du Règlement de voirie , à limiter pour motif d’intérêt général les emprises sur l’espace public des chantiers de bâtiment entre le 15 juin et le 15 septembre 2024 sur les périmètres représentés sur la carte. Au sein de ces périmètres, pour les emprises sur l’espace public nécessaires à des chantiers de bâtiment, autorisés et démarrés avant le 15 juin 2024, une attention particulière à l"
projets,Projets,,,,,,,2023-01-10,4,
reutilisations,Réutilisations,,,,,,,2023-01-06,7,
conseillers-de-paris,Conseillers.ère.s de Paris,Citoyenneté,"conseil de Paris,élu,délégation,groupe politique,DDCT",,,,Licence Ouverte (Etalab),2023-01-03,163,Liste des élu.e.s du Conseil de Paris de la mandature 2020 - 2026 Vous retrouverez dans ce jeu de données: La Maire Les Adjoint·e·s à la maire Les Conseiller·ère·s de Paris Les Conseiller·ère·s métropolitain·e·s Plus d'information sur la Municipalité parisienne
circulationbppim,Circulation Boulevard Périphérique et Paris intra-muros,Mobilité et Espace Public,"DVD,mobilité,circulation,Boulevard périphérique,Paris Intra Muros,vitesse",Direction de la Voirie et des Déplacements - Ville de Paris,,,Open Database License (ODbL),2022-11-09,60,Jeu de données regroupant les indicateurs de circulation dans Paris intra-muros et sur le boulevard périphérique publiés par l'Observatoire des déplacements de la Ville de Paris depuis 2019. Les indicateurs sont illustrés sur la page 30 km/h
accidentologie0,Accidentologie : base victimes,Mobilité et Espace Public,"DVD,piétons,vélos,accident,victimes,trottinettes,EDP",Direction de la Voirie et des Déplacements - Ville de Paris,,,Open Database License (ODbL),2022-10-27,33551,"Données issues de l’application nationale TRAxy (système d’information de l’observatoire national interministériel à la sécurité routière (ONISR)) Pour chaque accident corporel (soit un accident survenu sur une voie ouverte à la circulation publique, impliquant au moins un véhicule et ayant fait au moins une victime ayant nécessité des soins), des saisies d’information décrivant l’accident sont effectuées par l’unité des forces de l’ordre (police, gendarmerie, etc.) qui est intervenue sur le lieu de l’accident. Ces saisies sont rassemblées dans une fiche intitulée bulletin d’analyse des accide"
stationnement-sur-voie-publique-zones-tarifaires,Stationnement sur voie publique - zones tarifaires,Mobilité et Espace Public,"Stationnement,tarif,stationnement payant,DVD",Direction de la Voirie et des Déplacements - Ville de Paris,,,Open Database License (ODbL),2022-10-24,2,"Zones tarifaires du stationnement payant À Paris, les usagers peuvent stationner leur véhicule en surface en s’acquittant d’une redevance de stationnement. Il existe différents tarifs : résident, visiteur, poids-lourds… Ce jeu de données présente les principaux tarifs des visiteurs, selon les secteurs de Paris : Véhicules légers (VL) de moins de 3,5 tonnes Deux-roues motorisés (2RM) « SUV », objet d’une tarification spécifique à partir du 01/10/2024 (pour toute information sur les véhicules concernés : Tarifs « SUV », modalités de contrôle… Ce qui change - Ville de Paris) Pour tout savoir sur "
elections-legislatives-2022-2emetour,Elections - Législatives 2022 - 2èmeTour,Citoyenneté,"résulats,élection,scrutin,vote,législatives","Direction de la Démocratie, des Citoyen.ne.s et des Territoires - Ville de Paris",,,Open Database License (ODbL),2022-06-19,0,"Résultats du 2ème tour des élections législatives du 19 juin 2022 par bureau de vote, quartier, arrondissement et circonscription. Vous retrouverez : Nombre de procurations Nombre d’inscrits Nombre d’émargements Nombre de votants Nombre de blancs Nombre de nuls Nombre d’exprimés Les résultats pour chaque candidat Un identifiant ID_BVOTE permet de réaliser une jointure avec le jeu de données géographiques des secteurs de bureaux de vote Conformément à l’article R 40-1 du code électoral, les résultats du bureau de vote à caractère dérogatoire sont disponibles dans l’Open-data sous la référence 1"
elections-legislatives-2022-1ertour,Elections - Législatives 2022 - 1erTour,Citoyenneté,"résulats,élection,scrutin,vote,législatives","Direction de la Démocratie, des Citoyen.ne.s et des Territoires - Ville de Paris",,,Open Database License (ODbL),2022-06-12,0,"Résultats du 1er tour des élections législatives du 12 juin 2022 par bureau de vote, quartier, arrondissement et circonscription. Vous retrouverez : Nombre de procurations Nombre d’inscrits Nombre d’émargements Nombre de votants Nombre de blancs Nombre de nuls Nombre d’exprimés Les résultats pour chaque candidat Un identifiant ID_BVOTE permet de réaliser une jointure avec le jeu de données géographiques des secteurs de bureaux de vote Conformément à l’article R 40-1 du code électoral, les résultats du bureau de vote à caractère dérogatoire sont disponibles dans l’Open-data sous la référence 12"
secteurs-des-bureaux-de-vote-leg-2022,Secteurs des bureaux de vote - Législatives 2022,Citoyenneté,"bureau de vote,votes,suffrages,DDCT,élection","Direction de la Démocratie, des Citoyen.ne.s et des Territoires - Ville de Paris",,,Open Database License (ODbL),2022-06-10,899,"Sectionnement des bureaux de vote en cours . Représentation des emprises des secteurs géographiques auxquelles sont rattachés les électeurs d’un bureau de vote. Le sectionnement 2022 comprend 899 secteurs. Conformément à l’article R 40-1 du code électoral, les résultats du bureau de vote à caractère dérogatoire sont disponibles dans l’Open-data sous la référence 12-99. Couche surfacique des secteurs de bureau de vote issue de SIEL (système d’information des élections) délimités par le Bureau des Élections et du Recensement de la Population de la Direction de la Démocratie, des Citoyen·ne·s et "
defibrillateurs,Défibrillateurs de la Ville de Paris,"Equipements, Services, Social","assistance,secours","Direction de l'Action Sociale, de l'Enfance et de la Santé - Ville de Paris",,,Open Database License (ODbL),2022-05-17,791,"Localisation des défibrillateurs automatiques gérés par la Ville de Paris Pour définir le programme d’installation des défibrillateurs à Paris une étude a été réalisée par le SAMU 75, la Brigade des sapeurs-pompiers de Paris et le Centre de référence de la mort subite. L’essentiel des arrêts cardiaques surviennent aux abords des gares, sur les lieux publics présentant un flux important de personnes (grands boulevards, grandes places notamment lors des rassemblements, nœuds d’interconnexion des transports en commun), ainsi que dans les bois et parcs fréquentés par les sportifs (Bois de Vincenne"
plan-velo-2026,Plan Vélo 2021-2026,Mobilité et Espace Public,"vélo,bande cyclable,piste cyclable",Direction de la Voirie et des Déplacements - Mission Vélo - Ville de Paris,,,Open Database License (ODbL),2022-05-03,323,Jeu de données présentant le Plan Vélo 2021-2026 tel que présenté au conseil de Paris en octobre 2021. En savoir plus sur le Plan Vélo sur Paris.fr
plu-annexes-servitudes-dalignement,PLU - Annexes - Servitudes d'alignement,Urbanisme et Logements,"PLU,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2022-04-27,8,"Servitudes d'alignement annexées au PLU de Paris. Version du PLU arrêtée le 24 novembre 2022, applicable à partir du 13 décembre 2022. Documentation complète : cf. PLU_ANX_SERV_ALIGN.PDF en pièce jointe Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel (en PDF), consulter www.pluenligne.fr Pour accéder aux autres données du PLU disponibles sur l'Opendata, consulter cette page Pour plus d'information sur le PLU sur Paris.fr et sa carte dédiée Les documents et données des servitudes d'alignement sont également téléchargeables sur le Géoportail Nation"
elections-presidentielles-2022-2emetour,Elections - Présidentielles 2022 - 2ème Tour,Citoyenneté,"résultats,élection,scrutin,vote,DDCT,présidentielles","Direction de la Démocratie, des Citoyen.ne.s et des Territoires - Ville de Paris",,,Open Database License (ODbL),2022-04-25,899,"Résultats du 2ème tour des élections présidentielles du 24 avril 2022 par bureau de vote. Vous retrouverez : Nombre d’inscrits Nombre de votants Nombre de blancs Nombre de nuls Nombre d’exprimés Les résultats pour chaque candidat Un identifiant ID_BVOTE permet de réaliser une jointure avec les jeux de données géographiques des secteurs de bureaux de vote Ces résultats correspondent aux extraits le soir de scrutin du Système d'information élection de la Ville de Paris (""Paris Vote"" depuis 2017). Nous attirons l'attention des utilisateurs sur le fait que des écarts peuvent exister entre les résu"
elections-presidentielles2022-1ertour,Elections - Présidentielles 2022 - 1erTour,Citoyenneté,"résultats,élection,scrutin,vote,DDCT,présidentielles","Direction de la Démocratie, des Citoyen.ne.s et des Territoires - Ville de Paris",,,Open Database License (ODbL),2022-04-11,899,"Résultats du 1er tour des élections présidentielles du 10 avril 2022 par bureau de vote. Vous retrouverez : Nombre d’inscrits Nombre de votants Nombre de blancs Nombre de nuls Nombre d’exprimés Les résultats pour chaque candidat Un identifiant ID_BVOTE permet de réaliser une jointure avec les jeux de données géographiques des secteurs de bureaux de vote Ces résultats correspondent aux extraits le soir de scrutin du Système d'information élection de la Ville de Paris (""Paris Vote"" depuis 2017). Nous attirons l'attention des utilisateurs sur le fait que des écarts peuvent exister entre les résul"
secteurs-des-bureaux-de-vote-en-2021,Secteurs des bureaux de vote en 2021,Citoyenneté,"suffrages,élection,DDCT","Direction de la Démocratie, des Citoyen.ne.s et des Territoires - Ville de Paris",,,Open Database License (ODbL),2022-03-30,898,"Sectionnement des bureaux en 2021 . Emprises des secteurs géographiques auxquelles sont rattachés les électeurs d’un bureau de vote. Le sectionnement 2021 comprend 898 secteurs. Les secteurs de bureau de votes sont délimités par le Bureau des Élections et du Recensement de la Population de la Direction de la Démocratie, des Citoyen·ne·s et des Territoires (DDCT) depuis le système d’information des élections (SIEL). Couche surfacique des secteurs de bureau de vote issue de SIEL. Les limites des secteurs ne passent pas nécessairement dans l’axe des voies, ne s’appuient pas sur des limites de bât"
secteurs-des-bureaux-de-vote,Secteurs des bureaux de vote 2022,Citoyenneté,"bureau de vote,votes,suffrages,DDCT,élection","Direction de la Démocratie, des Citoyen.ne.s et des Territoires - Ville de Paris",,,Open Database License (ODbL),2022-03-30,899,"Représentation des emprises des secteurs géographiques auxquelles sont rattachés les électeurs d’un bureau de vote. Le sectionnement 2022 comprend 899 secteurs. Conformément à l’article R 40-1 du code électoral, les résultats du bureau de vote à caractère dérogatoire sont disponibles dans l’Open-data sous la référence 15-99. Les résultats du vote des personnes détenues ne sont pas comptabilisés par la Ville de Paris (Cf. site du ministère de l’Intérieur). Couche surfacique des secteurs de bureau de vote issue de SIEL (système d’information des élections) délimités par le Bureau des Élections e"
bureaux-de-votes,Bureaux de vote 2022,Citoyenneté,"bureau de vote,vote,scrutin,DDCT,élection","Direction de la Démocratie, des Citoyen.ne.s et des Territoires - Ville de Paris",,,Open Database License (ODbL),2022-03-30,899,"Lieu où les personnes inscrites sur les listes électorales se déplacent pour voter. Il y a 899 bureaux de vote en 2022. Les bureaux de vote sont le plus souvent localisés dans les mairies d’arrondissement, les établissements scolaires et les gymnases. Localisation des bureaux de vote issus de SIEL.( système d’information des élections ) Le bureau de vote est généralement situé dans le secteur du bureau de vote associé. Néanmoins, il existe quelques cas de bureaux de vote situés dans un autre secteur. La couche des bureaux de vote version 2022 est une actualisation de la couche des bureaux de v"
bureaux-de-vote-en-2021,Bureaux de vote en 2021,Citoyenneté,"suffrages,DDCT","Direction de la Démocratie, des Citoyen.ne.s et des Territoires - Ville de Paris",,,Open Database License (ODbL),2022-03-30,898,"Localisation des bureaux de vote en 2021 Lieu où les personnes inscrites sur les listes électorales se déplacent pour voter. Il y a 898 bureaux de vote en 2021. Les bureaux de vote sont le plus souvent localisés dans les mairies d’arrondissement, les établissements scolaires et les gymnases. Localisation des bureaux de vote issus de SIEL.( système d’information des élections ) Le bureau de vote est généralement situé dans le secteur du bureau de vote associé. Néanmoins, il existe quelques cas de bureaux de vote situés dans un autre secteur. La couche des bureaux de vote version 2021 est une ac"
barometre_aiparif_2021v2,Baromètre Airparif (indicateur ATMO),Mobilité et Espace Public,Qualité de l'air,Direction de la Voirie et des Déplacements - Ville de Paris,,,Open Database License (ODbL),2022-03-09,126,"Données Airparif reprises dans le baromètre trimestriel des déplacements de la Ville de Paris (station du 4e arrondissement) L'indice ATMO, adopté par le Ministère de la Transition Ecologique, est un indicateur journalier qualificatif de la qualité de l’air. Il fournit une information synthétique sous une forme simple sur le niveau de la pollution de l'air ambiant, en agrégeant des données de concentrations de plusieurs polluants atmosphériques. Il intègre les principaux polluants atmosphériques réglementés, traceurs des activités de transport, urbaines et industrielles : poussières PM10 et PM"
adresses_des_panneaux_cq,Adresses des panneaux d'affichage des Conseils de Quartier,Citoyenneté,"Affichage,panneau,quartier,Conseil de quartier,conseil,DDCT","Direction de la Démocratie, des Citoyen.ne.s et des Territoires - Ville de Paris",,,Open Database License (ODbL),2022-02-10,215,Liste des panneaux d'affichage des Conseils de Quartier. Le jeu de données précise: - Le type de panneau - L'adresse - Le conseil de quartier responsable du panneau - Les personnes à contacter Les lignes vides dans le jeu de données signifient qu'il n'y a pas de panneaux dans l'arrondissement en question. Consultez l'annuaire des conseils de quartier : http://www.paris.fr/participez/participation-citoy...
algorithmes-de-la-ville-de-paris-copie,Algorithmes de la Ville de Paris - copie,,,Direction des Systèmes d’Information et du Numérique - Ville de Paris,,,Open Database License (ODbL),2022-01-10,5,"Informations La loi pour une République numérique, et plus récemment le Règlement sur la protection des données à caractère personnel (RGPD) ont introduit de nouvelles dispositions concernant les algorithmes publics. Ces dispositions visent à introduire une plus grande transparence et une plus grande redevabilité de l'administration dans l'usage de ces systèmes, en particulier quand ils sont utilisés pour prendre des décisions. Dans le cadre de ces missions, la Ville de Paris utilise des algorithmes pour proposer des annonces de logement sociaux ou calculer des cotations concernant l’attributi"
conseillerseres-darrondissements,Conseillers.ère.s d'arrondissements,Citoyenneté,"DDCT,élu,Conseil d'arrondissement,délégation,arrondissement",,,,Open Database License (ODbL),2021-12-01,390,Liste des élu.e.s des Conseils d'arrondissements de Paris de la mandature 2020 - 2026 Vous retrouverez dans ce jeu de données : Le ou La Maire Les Adjoint·e·s Les Conseiller·ère·s délégué.e.s Les délégations Plus d'information sur les Conseils d'arrondissements
budgets-votes-etats-speciaux-darrondissements-m57-ville,Budgets votés - Etats Spéciaux d’Arrondissements à partir de 2018,Administration et Finances Publiques,"budget,finances,DFA",Direction des Finances et des Achats - Ville de Paris,,,Open Database License (ODbL),2021-11-25,15791,"Les dépenses et les recettes de chaque conseil d'arrondissement (recettes et dépenses qui correspondent aux équipements de proximité dont ils assurent la gestion ou qui sont mis à leur disposition pour l'exercice de leurs attributions) sont détaillées dans un document dénommé ""état spécial d'arrondissement"" qui est annexé au budget de la Ville de Paris (article L. 2511-37 du CGCT). La loi du 27 février 2002 a en outre ouvert à l’état spécial de chaque arrondissement une section d’investissement (article L. 2511-16 alinéa 5 du CGCT). A l’exclusion de toute autre recette (les arrondissements n’o"
